Åsê¢äEÅt  ÅyîNï Åz  ÅióAì¸Åj ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WORLD Calender Year Data  (Import) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ïÒìπî≠ï\ïiñ⁄ñº,ëçäz,ÇPÅDêHóøïi,,,,,,ãõâÓóﬁ,,ì˜óﬁ,,çíï®óﬁ,,ñÏçÿ,,â é¿,,ÇQÅDå¥óøïi,,,,,,ñÿçﬁ,,îÒìSã‡ëÆçz,,ìSçzêŒ,,ëÂì§,,ÇRÅDçzï®ê´îRóø,,å¥ñ˚ãyÇ—ëeñ˚,,êŒñ˚êªïi,,(äˆî≠ñ˚),,âtâªìVëRÉKÉX,,âtâªêŒñ˚ÉKÉX,,êŒíY,,(àÍî íY),,ÇSÅDâªäwêªïi,,óLã@âªçáï®,,à„ñÚïi,,ÇTÅDå¥óøï êªïi,,ìSç|,,îÒìSã‡ëÆ,,ã‡ëÆêªïi,,êDï®ópéÖÅEë@à€êªïi,,îÒã‡ëÆçzï®êªïi,,ñÿêªïiìô(èúâ∆ãÔ),,ÇUÅDàÍî ã@äB,,å¥ìÆã@,,ìdéZã@óﬁ(ä‹é¸ï”ã@äÌ),,ìdéZã@óﬁÇÃïîï™ïi,,ÇVÅDìdãCã@äÌ,,îºì±ëÃìôìdéqïîïi,,(ÇhÇb),,ê‚âèìdê¸ÅEê‚âèÉPÅ[ÉuÉã,,âπãøâfëúã@äÌ(ä‹ïîïi),,èdìdã@äÌ,,í êMã@,,Åiìdòbã@Åj,,ìdãCåvë™ã@äÌ,,ÇWÅDóAëóópã@äÌ,,é©ìÆé‘,,é©ìÆé‘ÇÃïîï™ïi,,çqãÛã@óﬁ,,ÇXÅDÇªÇÃëº,,,,,,â»äwåıäwã@äÌ,,àﬂóﬁÅEìØïçëÆïi,,â∆ãÔ,,ÉoÉbÉOóﬁ,
äTãµïiñº,,,,êHóøïiãyÇ—ìÆï®,,à˘óøãyÇ—ÇΩÇŒÇ±,,ãõâÓóﬁãyÇ—ìØí≤êªïi,,ì˜óﬁãyÇ—ìØí≤êªïi,,çíï®óﬁãyÇ—ìØí≤êªïi,,ñÏçÿ,,â é¿,,,,å¥çﬁóø,,ìÆêAï®ê´ñ˚éâ,,ñÿçﬁ,,îÒìSã‡ëÆçz,,ìSçzêŒ,,ëÂì§,,çzï®ê´îRóø,,å¥ñ˚ãyÇ—ëeñ˚,,êŒñ˚êªïi,,(äˆî≠ñ˚),,âtâªìVëRÉKÉX,,âtâªêŒñ˚ÉKÉX,,êŒíY,,(àÍî íY),,âªäwêªïi,,óLã@âªçáï®,,à„ñÚïi,,å¥óøï êªïi,,ìSç|,,îÒìSã‡ëÆ,,ã‡ëÆêªïi,,êDï®ópéÖãyÇ—ë@à€êªïi,,îÒã‡ëÆçzï®êªïi,,ñÿêªïiãyÇ—ÉRÉãÉNêªïi(èúâ∆ãÔ),,àÍî ã@äB,,å¥ìÆã@,,(ìdéZã@óﬁ(ä‹é¸ï”ã@äÌ)),,(ìdéZã@óﬁÇÃïîï™ïi),,ìdãCã@äÌ,,îºì±ëÃìôìdéqïîïi,,(ÇhÇb),,ê‚âèìdê¸ãyÇ—ê‚âèÉPÅ[ÉuÉã,,âπãøÅEâfëúã@äÌ(ä‹ïîïi),,èdìdã@äÌ,,í êMã@,,Åiìdòbã@Åj,,ìdãCåvë™ã@äÌ,,óAëóópã@äÌ,,é©ìÆé‘,,é©ìÆé‘ÇÃïîï™ïi,,çqãÛã@óﬁ,,,,éGêªïi,,ì¡éÍéÊàµïi,,â»äwåıäwã@äÌ,,àﬂóﬁãyÇ—ìØïçëÆïi,,â∆ãÔ,,ÉoÉbÉOóﬁ,
äTãµïiÉRÅ[Éh,'0'Å`'9','0'+'1',,'0',,'1',,'007',,'003',,'009',,'01103',,'01101',,'2'+'4',,'2',,'4',,'20701',,'21505',,'21501',,'20307',,'3',,'30301',,'30303',,'3030301',,'3050103',,'3050101',,'30101',,'3010105',,'5',,'50101',,'507',,'6',,'613',,'615',,'617',,'609',,'611',,'605',,'701',,'70101',,'7010505',,'7010507',,'703',,'70311',,'7031103',,'70304',,'70305',,'70301',,'70307',,'7030703',,'70313',,'705',,'70501',,'70503',,'70505'',,'8'+'9',,'8',,'9',,'81101',,'807',,'803',,'805',
,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz,êîó ,ã‡äz
Years,(êÁâ~),(íPà ),(êÁâ~),(íPà ),(êÁâ~),(íPà ),(êÁâ~),(íPà ÅFMT),(êÁâ~),(íPà ÅFMT),(êÁâ~),(íPà ÅFMT),(êÁâ~),(íPà ÅFKG),(êÁâ~),(íPà ÅFKG),(êÁâ~),(íPà ),(êÁâ~),(íPà ),(êÁâ~),(íPà ÅFMT),(êÁâ~),(íPà ),(êÁâ~),(íPà ÅFMT),(êÁâ~),(íPà ÅFMT),(êÁâ~),(íPà ÅFMT),(êÁâ~),(íPà ),(êÁâ~),(íPà ÅFKL),(êÁâ~),(íPà ),(êÁâ~),(íPà ÅFKL),(êÁâ~),(íPà ÅFMT),(êÁâ~),(íPà ÅFMT),(êÁâ~),(íPà ÅFMT),(êÁâ~),(íPà ÅFMT),(êÁâ~),(íPà ),(êÁâ~),(íPà ),(êÁâ~),(íPà ÅFKG),(êÁâ~),(íPà ),(êÁâ~),(íPà ÅFMT),(êÁâ~),(íPà ÅFMT),(êÁâ~),(íPà ),(êÁâ~),(íPà ),(êÁâ~),(íPà ),(êÁâ~),(íPà ),(êÁâ~),(íPà ),(êÁâ~),(íPà ÅFMT),(êÁâ~),(íPà ÅFNO),(êÁâ~),(íPà ÅFKG),(êÁâ~),(íPà ),(êÁâ~),(íPà ),(êÁâ~),(íPà ÅFNO),(êÁâ~),(íPà ÅFKG),(êÁâ~),(íPà ),(êÁâ~),(íPà ÅFKG),(êÁâ~),(íPà ÅFKG),(êÁâ~),(íPà ÅFNO),(êÁâ~),(íPà ÅFKG),(êÁâ~),(íPà ),(êÁâ~),(íPà ÅFNO),(êÁâ~),(íPà ÅFKG),(êÁâ~),(íPà ÅFMT),(êÁâ~),(íPà ),(êÁâ~),(íPà ),(êÁâ~),(íPà ),(êÁâ~),(íPà ),(êÁâ~),(íPà ),(êÁâ~),(íPà ÅFKG),(êÁâ~),(íPà ÅFKG),(êÁâ~)
1988 ,24006319859 ,-,3735393351 ,-,3459234548 ,-,276158803 ,2092144 ,1344566398 ,1141046 ,553167748 ,28832615 ,543384221 ,-,201992568 ,-,272655437 ,-,3591920030 ,-,3539704226 ,630799 ,52215804 ,-,911898898 ,14062105 ,525281356 ,123376880 ,365518879 ,4685453 ,182924818 ,-,4909225080 ,192162084 ,2411757911 ,-,889427179 ,27383238 ,374233908 ,31032076 ,662607515 ,12737617 ,250025757 ,104180816 ,688769809 ,26728372 ,145972865 ,-,1900015787 ,-,583201531 ,25858579 ,340678850 ,-,3503091449 ,11135834 ,592221075 ,3193195 ,1193595212 ,-,159502029 ,-,503185933 ,-,532128416 ,-,265106724 ,-,1193963761 ,23246 ,165295808 ,1470000 ,263090599 ,6731492 ,125519471 ,-,1190622768 ,-,293026238 ,2990582505 ,225710114 ,-,-,-,182039953 ,-,93699911 ,4926754 ,65674364 ,-,-,5776223 ,196077700 ,-,782174227 ,155586 ,404589305 ,-,55092522 ,3944 ,258827332 ,-,3199913406 ,-,2401559801 ,-,798353605 ,-,167831808 ,-,864830692 ,181826726 ,132115876 ,33813611 ,99702871 
1989 ,28978572581 ,-,4264247851 ,-,3867506026 ,-,396741825 ,2018999 ,1378720456 ,1263695 ,674580085 ,28261037 ,658464759 ,-,228472704 ,-,312728672 ,-,4209706526 ,-,4151604207 ,681250 ,58102319 ,-,1129244264 ,14703406 ,641644292 ,127709237 ,432816488 ,4346218 ,185077891 ,-,5916178537 ,204914044 ,2961616891 ,-,1138224511 ,28428787 ,456341768 ,32358002 ,749115480 ,13983724 ,252082011 ,105001541 ,805204768 ,29273006 ,197778133 ,-,2184288798 ,-,637013585 ,26183326 ,373756067 ,-,4227810258 ,10859991 ,697748459 ,3357304 ,1359128783 ,-,205706134 ,-,597044506 ,-,656309550 ,-,399542094 ,-,1578120913 ,33747 ,195490890 ,3387002 ,360429450 ,9263835 ,208882075 ,-,1579880743 ,-,393507498 ,3349661002 ,310226032 ,-,-,-,264355377 ,-,126299456 ,7130703 ,94801232 ,-,-,6603134 ,248246656 ,-,960524384 ,200364 ,574542912 ,-,76969688 ,3220 ,231079301 ,-,4057814571 ,-,3268120016 ,-,789694555 ,-,219120010 ,-,1236275308 ,218824768 ,170394291 ,37868481 ,142334283 
1990 ,33855207638 ,-,4572354171 ,-,4092590815 ,-,479763356 ,2206754 ,1518356927 ,1288545 ,726171661 ,27933607 ,666744928 ,-,242413992 ,-,323756863 ,-,4134347470 ,-,4074560602 ,709487 ,59786868 ,-,1088324543 ,14085974 ,630984578 ,125290037 ,488467370 ,4681382 ,183052655 ,-,8083186732 ,225251102 ,4469533852 ,-,1383947696 ,27010711 ,594814372 ,35465422 ,960040596 ,14536331 ,363129100 ,107517293 ,896868750 ,31233694 ,229027389 ,-,2320812508 ,-,642517884 ,26399653 ,410580190 ,-,4473726955 ,11701593 ,662275558 ,3811421 ,1425341439 ,-,254696334 ,-,595072389 ,-,777745376 ,-,431232493 ,-,2023718353 ,41170 ,231681726 ,3864049 ,425149315 ,11465604 ,295166582 ,-,1850879004 ,-,478495783 ,4022297172 ,375424126 ,-,-,-,254112828 ,-,156544354 ,7575753 ,123651908 ,-,-,7533800 ,267161094 ,-,1595689302 ,257191 ,923332546 ,-,111857357 ,4894 ,452851094 ,-,4800493143 ,-,3912923565 ,-,887569578 ,-,271971813 ,-,1259154492 ,239602633 ,206946319 ,40167194 ,189789342 
1991 ,31900153522 ,-,4645998213 ,-,4143175950 ,-,502822263 ,2455086 ,1592976615 ,1410647 ,738167894 ,28874015 ,591203160 ,-,256005178 ,-,336791686 ,-,3665878201 ,-,3601596323 ,758416 ,64281878 ,-,965236629 ,14587268 ,531625791 ,127186458 ,490954352 ,4331067 ,154485287 ,-,7365062591 ,235586786 ,4050770220 ,-,1030242898 ,25919359 ,563377014 ,37515432 ,1041623086 ,14652084 ,370921060 ,111953949 ,862111052 ,33935558 ,229935825 ,-,2347585925 ,-,665197240 ,28445783 ,419145272 ,-,4312876999 ,13848424 ,743379365 ,4064077 ,1293297885 ,-,272566071 ,-,582430605 ,-,659377856 ,-,443203631 ,-,1936301180 ,48210 ,203240252 ,4590601 ,413746305 ,12199621 ,304573129 ,-,1975502404 ,-,527740663 ,3739907014 ,407203931 ,-,-,-,298327802 ,-,172581591 ,7575949 ,131197486 ,-,-,7271862 ,261420852 ,-,1405105140 ,203259 ,727826755 ,-,125513524 ,4950 ,434145825 ,-,4245842869 ,-,3487620328 ,-,758222541 ,-,298306828 ,-,1258255362 ,288980823 ,219039455 ,45637527 ,200357518 
1992 ,29527419360 ,-,4727754971 ,-,4229797296 ,-,497957675 ,2535770 ,1592301364 ,1608263 ,818848427 ,28720458 ,597001979 ,-,268700082 ,-,345220468 ,-,3296235523 ,-,3225312320 ,780360 ,70923203 ,-,967903289 ,12777974 ,453854509 ,113742502 ,404574280 ,4725284 ,156604008 ,-,6677511188 ,247413176 ,3812088136 ,-,801005528 ,25466030 ,449913975 ,39047033 ,924484448 ,15307311 ,362600383 ,111286587 ,770228391 ,36010967 ,221078175 ,-,2199199986 ,-,592189768 ,31111502 ,465167987 ,-,3408890234 ,8884274 ,480011630 ,3383911 ,891305340 ,-,245744815 ,-,528233697 ,-,548071606 ,-,411610611 ,-,1843512580 ,58478 ,195173211 ,4698492 ,408757099 ,11439086 ,325719306 ,-,1852340685 ,-,505373060 ,3290028388 ,387719056 ,-,-,-,321622007 ,-,163139202 ,7941172 ,102875016 ,-,-,6590950 ,220106698 ,-,1289589549 ,191012 ,654984835 ,-,133424752 ,4771 ,407842507 ,-,4232384644 ,-,3563475687 ,-,668908957 ,-,305038180 ,-,1410913801 ,317642518 ,212194458 ,51834207 ,209075117 
1993 ,26826357239 ,-,4377908375 ,-,3941297235 ,-,436611140 ,2710870 ,1551286566 ,1665994 ,757642992 ,29046599 ,508431387 ,-,271678951 ,-,296416913 ,-,3037643513 ,-,2979204729 ,785766 ,58438784 ,-,1130847945 ,12825375 ,333724103 ,114483512 ,338184808 ,5031147 ,153309546 ,-,5474189383 ,252149626 ,3139201918 ,-,578314112 ,22439328 ,308916069 ,39290106 ,798050989 ,15283021 ,290064398 ,113896203 ,660584281 ,37475224 ,191767011 ,-,2004897081 ,-,561751458 ,30435708 ,437851863 ,-,3129786896 ,9214277 ,453670080 ,3414724 ,748508115 ,-,224540456 ,-,437619553 ,-,492769743 ,-,488199555 ,-,1681928857 ,65404 ,197219883 ,7417449 ,442786395 ,11428772 ,292608242 ,-,1949984872 ,-,589249723 ,3678558543 ,469726130 ,-,-,-,330013113 ,-,162590494 ,10201881 ,141553538 ,-,-,7159655 ,215301459 ,-,1132128194 ,216247 ,582996534 ,-,116593603 ,4149 ,347610810 ,-,4037890068 ,-,3471522235 ,-,566367833 ,-,296868145 ,-,1395519153 ,374675036 ,208586504 ,62845252 ,211897020 
